set,row_id,text,gold_topic,gold_sentiment,gold_entities,conversation_id
reference_set3,168,"Hello @426055, apologies on your experience. Kindly provide your mobile number via DM for checks and assistance. Thank you. ^CIA",technical issue,neutral,[],958e7f3a416ae24143984bd04d375dad
reference_set3,169,"@119433 lack of transmitter network in [LOCATION] County ,[LOCATION] district ,[LOCATION]  division [LOCATION]  location ...",technical issue,negative,"[{""type"": ""LOC"", ""text"": ""west pokot County""}, {""type"": ""LOC"", ""text"": ""kapenguria""}, {""type"": ""LOC"", ""text"": ""sook""}, {""type"": ""LOC"", ""text"": ""Endough""}]",c01fa360a5e6eec712b6a43b7eff1722
reference_set3,170,Sorry to hear that. Could you send us a direct message to collect a few information and help you with that? -[NAME],technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Dinesh""}]",9f02665bd00a829b113f8e8bc603214c
reference_set3,171,"@120576 Hi [NAME], are you booking via our website or @120576 ? ^HP",product question,neutral,"[{""type"": ""PER"", ""text"": ""Ruari""}]",1cfa8bf98efd1b1e847f7f2b9066ba2e
reference_set3,172,they don't tell you about the surge cost though I paid £18.67 to travel 3 miles !! #ripoff,billing and payments,negative,[],1977ab8c9f9473d8594671be4ddf9e7f
reference_set3,173,"Hi [NAME], we're following you now if you need to DM us. Let us know more about your query. ^L",complaint,neutral,"[{""type"": ""PER"", ""text"": ""Natasha""}]",3472f547dc97e35edb959247e505024b
reference_set3,174,A digital wallet is a third-party payment application that allows clients to make purchases without their physical card.^kb,billing and payments,neutral,[],104b41048e76c1a5e39c65f789d0eb6e
reference_set3,175,@186323 Uninstalled today. Disabling all Lyft notifications to turn off intrusive ads (including pickup status) throws the baby out with the bathwater. This is a dealbreaker. Goodbye Lyft. (android),cancellation,negative,"[{""type"": ""ORG"", ""text"": ""Lyft""}, {""type"": ""ORG"", ""text"": ""Lyft""}, {""type"": ""MISC"", ""text"": ""android""}]",50ff7be5872d182e03e77163bcb0c008
reference_set3,176,Still waiting for an explanation as to why my account was closed!,account management,negative,[],b4db52dd058995c52df08621aa13a24c
reference_set3,177,"Great question, [NAME]! DM us so we can talk more about your options! *[NAME]",product question,positive,"[{""type"": ""PER"", ""text"": ""Jourdan""}, {""type"": ""PER"", ""text"": ""MelindaR""}]",bc9978608a3a54afc7d5fd7e16384abf
reference_set3,178,I haven't - I've been having problems doing it on the web player,technical issue,negative,[],22821db6992f5a70889b9da12ffdf442
reference_set3,179,I left a message for you today with additional information. Please let me know if you need anything further. ^gc,complaint,neutral,[],9270ed65887df039e9270acf3e6d083a
reference_set3,180,I've been on hold for 45 minutes on the skymiles 800 number line. I am now remebering why i quit flying @delta several years ago!,complaint,negative,"[{""type"": ""MISC"", ""text"": ""skymiles""}, {""type"": ""ORG"", ""text"": ""delta""}]",15ee2aa818c2ea52d913ddd5b2e76656
reference_set3,181,@115993 talking to paypal not you. just commenting to show that your experience with [NAME] isn't universal,complaint,neutral,"[{""type"": ""PER"", ""text"": ""Drew""}]",b6d6fe09b0ef8553b704846d36067953
reference_set3,182,@115913 @TMobileHelp @173070 @115913 sure...if I can. Data is barely working.,technical issue,negative,[],763d933a1062ae1f88c62d2a51e53f8a
reference_set3,183,Können wir dir helfen? ^DW,complaint,neutral,[],067c02915946b4cbf4f04685256b7d99
reference_set3,184,WHAAT since when,product question,neutral,[],5a95221d2285261148633c010140bbca
reference_set3,185,The movie will be billed and then credited to the account. ^BAB,billing and payments,neutral,[],b155b13b509158fd9ac5d689e2fda548
reference_set3,186,Hello Do you know you can stop your screen from rotating by simply tapping the rotation lock in the notification shade? Thank you for (1/2),product question,neutral,[],78663becd33a45880a7cc41df9e06fb2
reference_set3,187,@115993 Devious ways of #paypal. When agents have been instructed to not to help customers. See snapshots. [URL],complaint,negative,"[{""type"": ""ORG"", ""text"": ""paypal""}]",d5d630c2829ce9186f2b0ab16cc287e5
reference_set3,188,@115816 @265134 So I have a generator to send and weights 157lbs only 7 LBS over your limit can I send so I can help my people in [LOCATION] #PRinhelp,delivery and shipping,neutral,"[{""type"": ""LOC"", ""text"": ""Puerto Rico""}]",332ac827f6ac9413d4bcbfa7ecff81ce
reference_set3,189,"It's cancelled now, but I am very unhappy with the agent. Scaring me into waiting because I'll ""pay a fee"" (but it's more expensive to wait)",cancellation,negative,[],2c74f2615a66c89eeba0cadeacd7fc30
reference_set3,190,"Hi again 👋 Sobald wir News dazu haben, kündigen wir das sicherlich über die sozialen Medien an. Hab Geduld. ^AS",product question,neutral,[],88a57f0dfbd25b8cbed87692c9d7db5f
reference_set3,191,"terrible service, they took my money for a already booked room and won't give it back never booking @148884 again!!!",billing and payments,negative,[],29ec007d17dd4ba8bd4c74f755f2fa79
reference_set3,192,Hi [NAME]! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Song Link. We'll check it out /AK,technical issue,neutral,"[{""type"": ""PER"", ""text"": ""Mike""}, {""type"": ""MISC"", ""text"": ""Song Link""}, {""type"": ""MISC"", ""text"": ""Song Link""}]",5172b418ce2815884206af3e9b549942
reference_set3,193,@115830 357th day requesting any kind of response,complaint,negative,[],ab0f4b2ad58e75b56cea141b4fa180ee
reference_set3,194,- hi there - is there any way of booking multiple rooms? I fear we might not get the second if I just try and repeat in app?,product question,neutral,[],76bd0288bca1f147d499c60b480d95fb
reference_set3,195,@115940 @hulu_support @47977 Who was the genius behind the update? Can I please go back to the old interface?,complaint,negative,[],1793f3e1018256235296efcebc8de7a1
reference_set3,196,Almost calls 📞 are dropped  what an idea sir ji  ???,technical issue,negative,"[{""type"": ""ORG"", ""text"": ""idea""}]",196d1969f49b3d960cb7b916b969a581
reference_set3,197,what's your website,product question,neutral,[],e40740899312ca74ce413defbf751513
reference_set3,198,"Hi, am still unable to login. Showing Bad Request. How long it will take.",account management,negative,[],1eee52e275ee2cf891408c9293d80f58
reference_set3,199,Any updates? [ID],complaint,neutral,[],65698ca0f6ff017c5b6432d86fec4a29
reference_set3,200,Sure. I have forwarded the details to the appropriate team to take immediate action on this. ^NK,complaint,neutral,[],82bafae754cf870e07ca1371cc5c60fb
